age,ratings,restaurant_latitude,restaurant_longitude,delivery_latitude,delivery_longitude,weather,traffic,vehicle_condition,order_type,vehicle_type,multiple_deliveries,is_festival,city_category,time,city,day,month,year,day_of_week,is_weekend,order_time_hour,order_time_of_day,pickup_time_minutes,distance,distance_type
38.0,4.2,23.230791,77.43702,23.290791,77.49702,cloudy,jam,2,buffet,scooter,0.0,no,metropolitian,34,BHP,17,2,2022,Thursday,0,19,evening,15.0,9.059859285712854,medium
26.0,5.0,17.458998,78.500366,17.468998,78.510366,sandstorms,high,0,snack,motorcycle,0.0,no,metropolitian,23,HYD,1,3,2022,Tuesday,0,11,morning,10.0,1.5367187556842812,short
25.0,4.6,12.975996,80.221898,13.105996,80.351898,fog,medium,0,buffet,motorcycle,0.0,no,metropolitian,36,CHEN,12,3,2022,Saturday,1,17,afternoon,15.0,20.181034547352503,very_long
27.0,4.6,25.451517,81.832616,25.511517,81.892616,sunny,medium,0,buffet,motorcycle,0.0,no,metropolitian,16,ALH,11,2,2022,Friday,0,17,afternoon,5.0,8.988016321481421,medium
36.0,4.4,12.986047,80.218114,13.066047,80.298114,stormy,jam,0,drinks,motorcycle,1.0,yes,metropolitian,48,CHEN,20,3,2022,Sunday,1,20,evening,15.0,12.419464414087114,long
22.0,4.7,17.411028,78.329645,17.431028,78.349645,fog,high,1,meal,motorcycle,1.0,no,metropolitian,30,HYD,21,3,2022,Monday,0,11,morning,10.0,3.073782598017619,short
35.0,3.5,13.064181,80.236442,13.144181,80.316442,fog,low,1,buffet,scooter,1.0,no,metropolitian,34,CHEN,10,3,2022,Thursday,0,22,night,5.0,12.417550916012397,long
39.0,4.8,30.914057,75.83982,30.964057,75.88982,cloudy,medium,1,meal,motorcycle,1.0,no,metropolitian,19,LUDH,15,2,2022,Tuesday,0,17,afternoon,15.0,7.32468736270684,medium
28.0,4.9,12.986047,80.218114,13.056047,80.288114,sunny,low,0,snack,motorcycle,1.0,no,metropolitian,27,CHEN,12,3,2022,Saturday,1,23,night,10.0,10.867138302160432,long
35.0,4.7,17.426228,78.407495,17.496228,78.477495,fog,medium,2,snack,electric_scooter,1.0,no,urban,40,HYD,18,3,2022,Friday,0,18,evening,15.0,10.757108800258132,long
34.0,4.5,11.008638,76.984311,11.018638,76.994311,windy,low,0,meal,motorcycle,1.0,no,,29,COIMB,1,4,2022,Friday,0,10,morning,15.0,1.5581193629487389,short
29.0,4.8,12.979166,77.640709,13.109166,77.770709,sunny,jam,2,drinks,scooter,1.0,no,metropolitian,17,BANG,12,3,2022,Saturday,1,21,night,15.0,20.180908601250216,very_long
32.0,5.0,17.483216,78.552111,17.523216,78.592111,stormy,high,0,meal,motorcycle,1.0,no,metropolitian,41,HYD,1,3,2022,Tuesday,0,14,afternoon,15.0,6.1462436583934315,medium
25.0,4.0,22.722634,75.886959,22.742634,75.906959,windy,low,0,snack,motorcycle,1.0,no,urban,20,INDO,24,3,2022,Thursday,0,9,morning,10.0,3.025377321543807,short
31.0,4.8,18.593481,73.785901,18.633481,73.825901,cloudy,medium,1,snack,scooter,,no,urban,17,PUNE,30,3,2022,Wednesday,0,15,afternoon,10.0,6.127835452844326,medium
26.0,4.7,,,,,cloudy,jam,1,snack,scooter,2.0,no,metropolitian,37,BHP,14,2,2022,Monday,0,19,evening,10.0,,
27.0,4.9,12.352058,76.60665,12.372058,76.62665,sunny,low,2,buffet,scooter,0.0,no,metropolitian,20,MYS,26,3,2022,Saturday,1,10,morning,15.0,3.1088209178699793,short
24.0,4.5,12.304569,76.643622,12.374569,76.713622,fog,medium,0,drinks,motorcycle,1.0,no,metropolitian,36,MYS,18,3,2022,Friday,0,18,evening,15.0,10.881329493408392,long
36.0,4.6,23.354422,85.3329,23.384422,85.3629,stormy,jam,1,snack,scooter,1.0,no,metropolitian,25,RANCHI,1,4,2022,Friday,0,19,evening,10.0,4.528236597449021,short
33.0,4.8,15.585658,73.743606,15.665658,73.823606,cloudy,low,2,meal,electric_scooter,,no,metropolitian,25,GOA,16,2,2022,Wednesday,0,23,night,-1430.0,12.349986855289886,long
33.0,4.7,17.424114,78.347554,17.494114,78.417554,cloudy,jam,0,meal,motorcycle,1.0,no,metropolitian,50,HYD,12,3,2022,Saturday,1,21,night,5.0,10.757168277315147,long
22.0,4.8,11.025083,77.015393,11.085083,77.075393,fog,medium,0,meal,motorcycle,0.0,no,metropolitian,27,COIMB,5,4,2022,Tuesday,0,17,afternoon,15.0,9.348068923522018,medium
36.0,4.7,11.022477,76.995667,11.152477,77.125667,cloudy,low,0,buffet,motorcycle,2.0,no,urban,41,COIMB,16,3,2022,Wednesday,0,23,night,-1425.0,20.25304812543042,very_long
26.0,4.8,9.985497,76.276999,10.005497,76.296999,fog,high,2,meal,motorcycle,1.0,no,urban,21,KOC,11,2,2022,Friday,0,11,morning,15.0,3.121289858433797,short
28.0,4.6,21.170798,72.790489,21.240798,72.860489,sunny,medium,2,buffet,motorcycle,1.0,no,metropolitian,19,SUR,29,3,2022,Tuesday,0,17,afternoon,15.0,10.641581256626232,long
37.0,4.6,11.003008,76.97544,11.033008,77.00544,cloudy,low,2,buffet,scooter,0.0,no,metropolitian,17,COIMB,30,3,2022,Wednesday,0,23,night,10.0,4.67432400638191,short
29.0,4.6,26.913987,75.752891,26.963987,75.802891,sunny,medium,1,drinks,motorcycle,0.0,no,metropolitian,13,JAP,11,3,2022,Friday,0,17,afternoon,10.0,7.448303502970493,medium
21.0,4.7,22.538731,88.364878,22.668731,88.494878,fog,low,1,buffet,motorcycle,1.0,no,urban,23,KOL,18,2,2022,Friday,0,22,night,5.0,19.673449050939094,very_long
30.0,4.7,22.514119,88.362504,22.644119,88.492504,sunny,medium,1,meal,scooter,1.0,no,urban,22,KOL,14,2,2022,Monday,0,17,afternoon,10.0,19.67506720408141,very_long
28.0,4.8,12.299524,76.64262,12.339524,76.68262,windy,high,2,buffet,electric_scooter,1.0,no,metropolitian,26,MYS,30,3,2022,Wednesday,0,14,afternoon,15.0,6.218134914911527,medium
29.0,4.9,26.88842,75.800689,26.96842,75.880689,cloudy,jam,0,buffet,motorcycle,0.0,no,metropolitian,41,JAP,4,4,2022,Monday,0,21,night,5.0,11.917779612813971,long
32.0,4.8,23.211529,77.419399,23.341529,77.549399,fog,jam,0,meal,motorcycle,3.0,no,metropolitian,49,BHP,12,2,2022,Saturday,1,20,evening,5.0,19.62863136037915,very_long
38.0,4.8,12.337928,76.617889,12.447928,76.727889,sunny,jam,1,meal,motorcycle,0.0,no,metropolitian,24,MYS,8,3,2022,Tuesday,0,19,evening,5.0,17.09752652782741,very_long
31.0,4.6,12.975377,77.696664,13.045377,77.766664,sunny,low,1,buffet,scooter,0.0,no,urban,27,BANG,25,3,2022,Friday,0,22,night,10.0,10.867366120252031,long
39.0,4.7,17.431477,78.40035,17.511477,78.48035,sunny,jam,1,buffet,motorcycle,1.0,no,metropolitian,20,HYD,8,3,2022,Tuesday,0,19,evening,15.0,12.293508819559184,long
34.0,4.6,22.751857,75.866699,22.881857,75.996699,cloudy,jam,0,buffet,motorcycle,,no,metropolitian,46,INDO,14,3,2022,Monday,0,21,night,5.0,19.659373527443684,very_long
35.0,4.6,12.949934,77.699386,12.959934,77.709386,fog,low,2,snack,motorcycle,1.0,no,metropolitian,15,BANG,19,3,2022,Saturday,1,8,morning,10.0,1.5526496306637072,short
38.0,4.6,,,,,cloudy,medium,0,snack,motorcycle,3.0,no,metropolitian,44,AGR,16,2,2022,Wednesday,0,18,evening,10.0,,
35.0,4.8,22.547186,88.35068,22.637186,88.44068,sunny,low,1,buffet,motorcycle,1.0,no,urban,15,KOL,14,2,2022,Monday,0,22,night,15.0,13.620606901382935,long
35.0,4.3,,,,,windy,jam,0,buffet,motorcycle,1.0,yes,urban,53,RANCHI,31,3,2022,Thursday,0,21,night,15.0,,
32.0,4.8,12.299524,76.64262,12.349524,76.69262,fog,medium,1,meal,motorcycle,0.0,no,,16,MYS,17,3,2022,Thursday,0,17,afternoon,5.0,7.772596236164787,medium
32.0,4.3,30.346994,78.062543,30.356994,78.072543,sandstorms,high,0,drinks,motorcycle,1.0,no,metropolitian,41,DEH,15,2,2022,Tuesday,0,11,morning,5.0,1.4687249859622196,short
21.0,4.8,19.103249,72.846749,19.153249,72.896749,windy,jam,1,snack,scooter,0.0,no,metropolitian,14,MUM,5,4,2022,Tuesday,0,20,evening,10.0,7.648690101362526,medium
23.0,4.7,12.352058,76.60665,12.432058,76.68665,windy,jam,1,drinks,motorcycle,1.0,no,metropolitian,29,MYS,18,3,2022,Friday,0,20,evening,10.0,12.434585525064866,long
20.0,4.9,17.430448,78.418213,17.480448,78.468213,stormy,medium,2,buffet,scooter,1.0,no,metropolitian,29,HYD,28,3,2022,Monday,0,17,afternoon,10.0,7.683765443180287,medium
39.0,4.9,22.695207,75.866059,22.735207,75.906059,stormy,high,0,snack,motorcycle,3.0,yes,metropolitian,42,INDO,24,3,2022,Thursday,0,13,afternoon,5.0,6.051108888205775,medium
25.0,4.9,26.463504,80.372929,26.593504,80.502929,stormy,low,1,snack,motorcycle,1.0,no,metropolitian,18,KNP,16,2,2022,Wednesday,0,22,night,10.0,19.39661829066159,very_long
20.0,4.9,22.753659,75.903365,22.843659,75.993365,windy,medium,0,buffet,motorcycle,1.0,no,urban,20,INDO,8,3,2022,Tuesday,0,17,afternoon,5.0,13.61117180523985,long
23.0,4.6,21.173343,72.792731,21.183343,72.802731,fog,low,0,drinks,motorcycle,1.0,no,metropolitian,19,SUR,21,3,2022,Monday,0,9,morning,5.0,1.5203573134022046,short
21.0,4.8,22.751234,75.88949,22.881234,76.01949,fog,medium,2,meal,scooter,1.0,no,metropolitian,30,INDO,4,4,2022,Monday,0,17,afternoon,5.0,19.659414837288296,very_long
22.0,4.6,12.978453,77.643685,13.088453,77.753685,stormy,jam,0,meal,motorcycle,1.0,no,urban,26,BANG,4,3,2022,Friday,0,21,night,15.0,17.076514098174254,very_long
30.0,4.6,,,,,windy,medium,2,snack,scooter,0.0,no,metropolitian,20,RANCHI,31,3,2022,Thursday,0,18,evening,15.0,,
29.0,4.8,13.058616,80.264151,13.128616,80.334151,sandstorms,low,0,snack,motorcycle,1.0,no,metropolitian,20,CHEN,23,3,2022,Wednesday,0,23,night,15.0,10.865584127340643,long
30.0,4.7,22.725835,75.887648,22.795835,75.957648,cloudy,low,1,snack,scooter,1.0,no,urban,27,INDO,6,4,2022,Wednesday,0,0,,5.0,10.587815903448679,long
26.0,4.1,11.001753,76.986241,11.021753,77.006241,fog,high,2,drinks,scooter,1.0,no,metropolitian,31,COIMB,1,4,2022,Friday,0,11,morning,5.0,3.116248509790061,short
33.0,4.7,12.970221,77.645396,12.980221,77.655396,cloudy,high,2,buffet,electric_scooter,1.0,no,metropolitian,28,BANG,5,4,2022,Tuesday,0,11,morning,5.0,1.5525879817947141,short
37.0,4.4,13.049645,80.242268,13.109645,80.302268,stormy,jam,0,buffet,motorcycle,1.0,no,metropolitian,33,CHEN,1,3,2022,Tuesday,0,21,night,15.0,9.313614929815012,medium
38.0,4.7,,,,,windy,low,1,snack,motorcycle,0.0,no,metropolitian,25,DEH,13,2,2022,Sunday,1,0,,5.0,,
33.0,4.8,10.994136,76.963303,11.044136,77.013303,stormy,jam,1,snack,scooter,1.0,no,metropolitian,29,COIMB,24,3,2022,Thursday,0,20,evening,15.0,7.790525266841046,medium
33.0,4.9,18.569156,73.774723,18.599156,73.804723,fog,jam,1,buffet,motorcycle,0.0,no,metropolitian,39,PUNE,13,3,2022,Sunday,1,21,night,5.0,4.596251207088927,short
28.0,4.9,17.410371,78.437225,17.440371,78.467225,fog,medium,2,drinks,motorcycle,0.0,no,metropolitian,14,HYD,3,3,2022,Thursday,0,17,afternoon,10.0,4.610621612645187,short
20.0,4.9,21.160437,72.774209,21.170437,72.784209,stormy,high,2,snack,motorcycle,0.0,no,metropolitian,18,SUR,5,4,2022,Tuesday,0,11,morning,15.0,1.5204190072774333,short
34.0,4.7,12.311072,76.654878,12.381072,76.724878,sunny,jam,0,meal,motorcycle,0.0,no,urban,30,MYS,10,3,2022,Thursday,0,21,night,5.0,10.881197531246407,long
20.0,4.9,21.186884,72.793616,21.266884,72.873616,sandstorms,low,0,meal,motorcycle,1.0,no,metropolitian,21,SUR,31,3,2022,Thursday,0,22,night,15.0,12.160999124282084,long
28.0,4.6,26.766536,75.837333,26.896536,75.967333,fog,jam,0,drinks,motorcycle,2.0,no,urban,46,JAP,6,4,2022,Wednesday,0,21,night,5.0,19.37374583495492,very_long
33.0,4.7,,,,,sunny,low,0,buffet,motorcycle,1.0,no,metropolitian,25,VAD,13,3,2022,Sunday,1,10,morning,5.0,,
36.0,4.6,18.546947,73.900626,18.566947,73.920626,cloudy,low,2,drinks,scooter,0.0,no,metropolitian,15,PUNE,15,3,2022,Tuesday,0,9,morning,15.0,3.064398872055142,short
26.0,4.7,17.411028,78.329645,17.431028,78.349645,fog,low,0,buffet,motorcycle,1.0,no,metropolitian,20,HYD,30,3,2022,Wednesday,0,8,morning,10.0,3.073782598017619,short
34.0,4.7,17.458998,78.500366,17.568998,78.610366,cloudy,medium,2,buffet,motorcycle,0.0,no,metropolitian,34,HYD,6,4,2022,Wednesday,0,18,evening,10.0,16.901690663165983,very_long
24.0,4.8,,,,,sunny,low,0,drinks,motorcycle,0.0,no,urban,16,BHP,11,2,2022,Friday,0,10,morning,10.0,,
35.0,4.2,26.482581,80.315628,26.622581,80.455628,sandstorms,jam,2,buffet,scooter,1.0,no,metropolitian,31,KNP,16,2,2022,Wednesday,0,21,night,15.0,20.8867162985556,very_long
21.0,4.3,22.751234,75.88949,22.841234,75.97949,fog,jam,1,snack,scooter,1.0,no,urban,31,INDO,2,3,2022,Wednesday,0,21,night,15.0,13.61128304620412,long
39.0,4.5,12.979166,77.640709,12.989166,77.650709,fog,low,1,buffet,motorcycle,0.0,no,metropolitian,15,BANG,17,3,2022,Thursday,0,9,morning,5.0,1.5525607701091517,short
25.0,4.8,27.163303,78.057044,27.203303,78.097044,stormy,high,0,buffet,motorcycle,0.0,no,urban,28,AGR,17,2,2022,Thursday,0,14,afternoon,5.0,5.9529046136306,medium
31.0,4.9,,,,,sunny,low,2,snack,scooter,0.0,no,metropolitian,27,DEH,12,2,2022,Saturday,1,0,,15.0,,
21.0,4.7,22.751234,75.88949,22.811234,75.94949,windy,low,1,drinks,scooter,0.0,no,metropolitian,15,INDO,3,4,2022,Sunday,1,23,night,15.0,9.074647672837914,medium
21.0,4.6,27.165108,78.015053,27.175108,78.025053,cloudy,low,0,buffet,motorcycle,0.0,no,metropolitian,21,AGR,11,2,2022,Friday,0,8,morning,15.0,1.488303917226356,short
37.0,4.7,21.149834,72.778666,21.159834,72.788666,sandstorms,low,1,snack,scooter,1.0,no,metropolitian,27,SUR,15,3,2022,Tuesday,0,10,morning,15.0,1.5204696675466998,short
34.0,4.8,21.185047,72.80859,21.215047,72.83859,stormy,jam,1,drinks,motorcycle,1.0,no,metropolitian,29,SUR,3,3,2022,Thursday,0,21,night,10.0,4.5607604314529,short
28.0,4.1,11.026117,76.944652,11.106117,77.024652,fog,jam,2,drinks,motorcycle,0.0,no,metropolitian,33,COIMB,23,3,2022,Wednesday,0,19,evening,10.0,12.463861442061555,long
31.0,3.5,30.327968,78.046106,30.407968,78.126106,cloudy,low,1,buffet,scooter,1.0,no,metropolitian,39,DEH,12,2,2022,Saturday,1,23,night,5.0,11.748980070213674,long
30.0,4.8,19.12663,72.829976,19.23663,72.939976,stormy,medium,2,buffet,scooter,1.0,no,urban,25,MUM,29,3,2022,Tuesday,0,18,evening,10.0,16.824549100074805,very_long
34.0,4.6,22.744648,75.894377,22.824648,75.974377,sandstorms,low,1,meal,motorcycle,0.0,no,metropolitian,20,INDO,6,3,2022,Sunday,1,23,night,-1425.0,12.099390766641623,long
22.0,4.8,18.533811,73.899315,18.593811,73.959315,windy,medium,1,drinks,motorcycle,1.0,no,,25,PUNE,3,4,2022,Sunday,1,17,afternoon,10.0,9.193021332844554,medium
34.0,4.2,21.149569,72.772697,21.259569,72.882697,fog,low,0,meal,motorcycle,1.0,no,metropolitian,42,SUR,4,4,2022,Monday,0,22,night,10.0,16.722548420715,very_long
29.0,4.9,10.035573,76.336958,10.145573,76.446958,cloudy,low,2,snack,scooter,,no,metropolitian,23,KOC,18,2,2022,Friday,0,22,night,5.0,17.16460940157753,very_long
33.0,4.8,23.371292,85.327872,23.501292,85.457872,stormy,jam,2,buffet,motorcycle,1.0,no,,25,RANCHI,6,3,2022,Sunday,1,21,night,5.0,19.617824561450774,very_long
24.0,4.6,17.431668,78.408321,17.501668,78.478321,sunny,jam,1,snack,scooter,0.0,no,metropolitian,23,HYD,27,3,2022,Sunday,1,20,evening,5.0,10.756955716295083,long
24.0,4.6,12.323978,76.627961,12.453978,76.757961,sandstorms,low,0,buffet,motorcycle,0.0,no,urban,15,MYS,10,3,2022,Thursday,0,23,night,5.0,20.20631641648197,very_long
36.0,4.0,18.554382,73.798206,18.634382,73.878206,windy,medium,0,buffet,motorcycle,1.0,no,metropolitian,49,PUNE,18,3,2022,Friday,0,18,evening,10.0,12.256321133212229,long
27.0,4.8,22.695207,75.866059,22.725207,75.896059,sandstorms,jam,2,meal,motorcycle,1.0,no,urban,19,INDO,3,4,2022,Sunday,1,20,evening,10.0,4.5384079078628705,short
36.0,4.6,15.157944,73.950889,15.267944,74.060889,sandstorms,low,2,snack,scooter,1.0,no,,21,GOA,12,2,2022,Saturday,1,22,night,5.0,16.997489196413316,very_long
35.0,3.9,,,,,stormy,jam,1,drinks,motorcycle,1.0,no,urban,40,RANCHI,12,3,2022,Saturday,1,20,evening,10.0,,
25.0,4.8,26.47775,80.351569,26.54775,80.421569,stormy,medium,1,drinks,motorcycle,1.0,no,urban,26,KNP,12,2,2022,Saturday,1,17,afternoon,15.0,10.444971530235124,long
25.0,4.6,23.234249,77.434007,23.364249,77.564007,cloudy,medium,0,buffet,motorcycle,1.0,no,metropolitian,36,BHP,18,2,2022,Friday,0,17,afternoon,15.0,19.62709834561271,very_long
23.0,4.8,27.158822,78.045359,27.238822,78.125359,sunny,medium,0,buffet,motorcycle,1.0,no,metropolitian,19,AGR,14,2,2022,Monday,0,18,evening,5.0,11.905076836019434,long
28.0,4.7,,,,,sandstorms,jam,2,meal,scooter,1.0,no,metropolitian,19,VAD,31,3,2022,Thursday,0,19,evening,10.0,,
26.0,4.7,19.875908,75.358888,19.945908,75.428888,sunny,jam,2,meal,motorcycle,1.0,no,urban,12,AURG,18,2,2022,Friday,0,19,evening,10.0,10.683799592737405,long
23.0,4.6,22.651847,75.881991,22.701847,75.931991,sunny,low,0,drinks,motorcycle,0.0,no,metropolitian,16,INDO,19,3,2022,Saturday,1,22,night,5.0,7.564859910416516,medium
27.0,4.6,12.284747,76.625861,12.354747,76.695861,stormy,medium,2,drinks,electric_scooter,0.0,no,metropolitian,27,MYS,16,3,2022,Wednesday,0,17,afternoon,15.0,10.881731319465793,long
36.0,4.5,22.761593,75.886362,22.781593,75.906362,sandstorms,low,1,buffet,scooter,1.0,no,metropolitian,25,INDO,13,3,2022,Sunday,1,8,morning,15.0,3.0249808540967433,short
36.0,4.8,17.45971,78.368855,17.58971,78.498855,sunny,low,2,meal,scooter,1.0,no,metropolitian,24,HYD,20,3,2022,Sunday,1,22,night,5.0,19.974163074784503,very_long
24.0,4.6,19.875522,75.367127,19.985522,75.477127,stormy,medium,2,snack,scooter,1.0,no,metropolitian,26,AURG,14,2,2022,Monday,0,17,afternoon,5.0,16.787849624233772,very_long
34.0,4.7,18.520016,73.830547,18.580016,73.890547,windy,medium,0,buffet,motorcycle,0.0,no,metropolitian,38,PUNE,3,4,2022,Sunday,1,17,afternoon,15.0,9.193373039577208,medium
31.0,4.8,26.914142,75.805704,26.934142,75.825704,stormy,low,1,meal,motorcycle,1.0,no,,20,JAP,3,3,2022,Thursday,0,9,morning,15.0,2.9794951426843785,short
33.0,4.8,,,,,cloudy,jam,2,buffet,motorcycle,0.0,no,metropolitian,37,VAD,28,3,2022,Monday,0,21,night,5.0,,
22.0,4.8,26.472001,80.354002,26.582001,80.464002,windy,medium,0,drinks,motorcycle,0.0,no,metropolitian,20,KNP,12,2,2022,Saturday,1,17,afternoon,15.0,16.412619589031543,very_long
29.0,3.4,22.75004,75.902847,22.84004,75.992847,sunny,low,1,meal,motorcycle,1.0,no,metropolitian,41,INDO,14,3,2022,Monday,0,23,night,15.0,13.611337814321281,long
37.0,3.5,17.431668,78.408321,17.511668,78.488321,fog,low,2,snack,motorcycle,1.0,no,metropolitian,39,HYD,14,3,2022,Monday,0,23,night,5.0,12.293502674441413,long
20.0,4.8,13.058616,80.264151,13.098616,80.304151,sunny,high,2,snack,scooter,1.0,no,metropolitian,16,CHEN,5,3,2022,Saturday,1,14,afternoon,10.0,6.209089325963786,medium
21.0,4.8,11.024839,77.007003,11.084839,77.067003,sunny,medium,0,meal,motorcycle,1.0,no,urban,20,COIMB,1,3,2022,Tuesday,0,17,afternoon,10.0,9.348072739621905,medium
28.0,4.8,13.081878,80.248519,13.131878,80.298519,cloudy,medium,2,buffet,scooter,1.0,no,,11,CHEN,26,3,2022,Saturday,1,17,afternoon,10.0,7.760928146685043,medium
36.0,4.9,13.027018,80.254791,13.077018,80.304791,stormy,jam,2,meal,scooter,1.0,no,urban,34,CHEN,1,4,2022,Friday,0,22,night,5.0,7.761768725951355,medium
38.0,4.0,13.005801,80.250744,13.045801,80.290744,cloudy,high,2,drinks,scooter,1.0,no,urban,33,CHEN,19,3,2022,Saturday,1,14,afternoon,5.0,6.209735433842075,medium
23.0,4.6,21.185047,72.80859,21.235047,72.85859,sunny,low,0,buffet,motorcycle,1.0,no,metropolitian,18,SUR,24,3,2022,Thursday,0,22,night,10.0,7.601027931404884,medium
30.0,4.1,23.357804,85.325146,23.387804,85.355146,cloudy,jam,0,buffet,motorcycle,1.0,no,metropolitian,32,RANCHI,21,3,2022,Monday,0,19,evening,10.0,4.528183776759067,short
27.0,4.8,18.994049,72.825203,19.084049,72.915203,sunny,medium,1,snack,scooter,1.0,no,metropolitian,15,MUM,31,3,2022,Thursday,0,18,evening,5.0,13.771140253368426,long
36.0,5.0,12.933284,77.615428,12.943284,77.625428,stormy,low,2,snack,scooter,0.0,no,metropolitian,29,BANG,28,3,2022,Monday,0,8,morning,5.0,1.5527001583674398,short
28.0,4.7,12.979166,77.640709,13.069166,77.730709,cloudy,low,2,snack,scooter,1.0,no,metropolitian,21,BANG,25,3,2022,Friday,0,23,night,15.0,13.97194896017493,long
24.0,4.6,19.866969,75.318894,19.946969,75.398894,sunny,medium,1,meal,motorcycle,0.0,no,metropolitian,15,AURG,14,2,2022,Monday,0,18,evening,15.0,12.21019916553915,long
20.0,4.6,18.516216,73.842527,18.646216,73.972527,sunny,jam,2,meal,scooter,1.0,no,urban,23,PUNE,2,3,2022,Wednesday,0,21,night,5.0,19.917248415728803,very_long
22.0,4.5,23.354422,85.3329,23.364422,85.3429,sunny,low,0,buffet,motorcycle,0.0,no,urban,14,RANCHI,3,4,2022,Sunday,1,10,morning,5.0,1.5094642591450969,short
29.0,4.9,22.732225,75.874765,22.752225,75.894765,sandstorms,low,1,drinks,motorcycle,0.0,no,urban,16,INDO,1,3,2022,Tuesday,0,10,morning,15.0,3.025279772423236,short
23.0,4.9,26.910262,75.783013,27.050262,75.923013,windy,medium,2,drinks,motorcycle,1.0,no,metropolitian,24,JAP,6,3,2022,Sunday,1,18,evening,5.0,20.851862908260976,very_long
27.0,4.2,26.892312,75.806896,26.972313,75.886896,cloudy,jam,2,buffet,scooter,,no,metropolitian,40,JAP,18,3,2022,Friday,0,20,evening,5.0,11.917680464391145,long
22.0,4.9,12.972532,77.608179,13.102532,77.738179,sandstorms,jam,2,drinks,motorcycle,1.0,no,urban,16,BANG,2,4,2022,Saturday,1,19,evening,15.0,20.181172140809302,very_long
24.0,4.6,,,,,cloudy,low,0,buffet,motorcycle,0.0,no,metropolitian,17,GOA,15,2,2022,Tuesday,0,22,night,5.0,,
27.0,4.9,23.359194,85.325447,23.379194,85.345447,sunny,low,1,snack,scooter,1.0,no,metropolitian,22,RANCHI,3,3,2022,Thursday,0,11,morning,15.0,3.01882678715419,short
37.0,4.7,30.332735,78.054222,30.362735,78.084222,sandstorms,low,2,snack,motorcycle,0.0,no,metropolitian,26,DEH,17,2,2022,Thursday,0,22,night,15.0,4.406256770468765,short
22.0,4.8,13.086438,80.220672,13.196438,80.330672,stormy,jam,2,snack,scooter,1.0,no,urban,26,CHEN,8,3,2022,Tuesday,0,20,evening,5.0,17.072871906399556,very_long
37.0,4.7,22.311358,73.164798,22.421358,73.274798,sunny,low,2,snack,electric_scooter,0.0,no,metropolitian,16,VAD,6,3,2022,Sunday,1,23,night,15.0,16.659917302375398,very_long
29.0,4.7,,,,,fog,high,1,snack,scooter,1.0,no,urban,25,BHP,17,2,2022,Thursday,0,14,afternoon,15.0,,
26.0,4.9,26.90294,75.793007,26.98294,75.873007,sandstorms,medium,1,buffet,motorcycle,1.0,no,metropolitian,29,JAP,2,3,2022,Wednesday,0,17,afternoon,5.0,11.917100051488791,long
35.0,5.0,18.563934,73.915367,18.633934,73.985367,cloudy,jam,2,snack,electric_scooter,1.0,no,semi-urban,49,PUNE,2,3,2022,Wednesday,0,21,night,10.0,10.724145471030752,long
33.0,4.4,11.022477,76.995667,11.102477,77.075667,windy,jam,2,drinks,scooter,1.0,no,metropolitian,40,COIMB,12,3,2022,Saturday,1,21,night,5.0,12.463937409087931,long
25.0,5.0,17.450851,78.379347,17.510851,78.439347,sunny,low,2,snack,motorcycle,1.0,no,metropolitian,17,HYD,17,3,2022,Thursday,0,22,night,15.0,9.219905581616992,medium
38.0,3.9,17.411028,78.329645,17.521028,78.439645,windy,medium,2,drinks,scooter,1.0,no,metropolitian,34,HYD,23,3,2022,Wednesday,0,18,evening,5.0,16.903814838158784,very_long
39.0,4.7,21.149569,72.772697,21.209569,72.832697,sunny,medium,0,meal,motorcycle,1.0,no,metropolitian,21,SUR,1,4,2022,Friday,0,17,afternoon,5.0,9.122108408658214,medium
22.0,4.9,23.374989,85.335486,23.414989,85.375486,sunny,high,1,meal,scooter,0.0,no,urban,15,RANCHI,24,3,2022,Thursday,0,13,afternoon,5.0,6.037116126732456,medium
36.0,4.6,21.149834,72.778666,21.239834,72.868666,cloudy,low,2,drinks,motorcycle,1.0,no,metropolitian,27,SUR,10,3,2022,Thursday,0,23,night,15.0,13.68250488691661,long
31.0,4.6,26.90519,75.810753,26.91519,75.820753,sandstorms,high,0,snack,motorcycle,1.0,no,metropolitian,33,JAP,15,3,2022,Tuesday,0,12,morning,5.0,1.489829154062434,short
28.0,4.7,13.045479,80.23311,13.085479,80.27311,sandstorms,high,0,buffet,motorcycle,1.0,no,metropolitian,20,CHEN,11,3,2022,Friday,0,13,afternoon,10.0,6.209250269756872,medium
23.0,3.4,21.183434,72.814492,21.313434,72.944492,sunny,low,1,snack,motorcycle,1.0,no,metropolitian,42,SUR,6,4,2022,Wednesday,0,23,night,15.0,19.76027880154466,very_long
27.0,3.9,,,,,sunny,high,0,meal,motorcycle,3.0,no,metropolitian,44,VAD,1,3,2022,Tuesday,0,12,morning,15.0,,
22.0,4.7,12.913041,77.683237,12.923041,77.693237,windy,low,2,drinks,electric_scooter,0.0,no,metropolitian,10,BANG,26,3,2022,Saturday,1,8,morning,5.0,1.5527615060238593,short
32.0,4.4,19.055831,72.833984,19.185831,72.963984,windy,medium,2,buffet,scooter,1.0,no,metropolitian,37,MUM,31,3,2022,Thursday,0,18,evening,5.0,19.88701283582688,very_long
